date,hour,demand
2021-03-09,2,37.1637766628767
2021-03-09,3,18.757509292505
2021-03-09,4,19.6123964114601
2021-03-09,5,19.758846433231
2021-03-09,6,40.5821344881137
2021-03-09,7,57.1821849233115
2021-03-09,8,66.4347306077127
2021-03-09,9,71.9295830505786
2021-03-09,10,77.1982118825792
2021-03-09,11,85.3101143079848
2021-03-09,12,95.9426240186656
2021-03-09,13,98.291777619917
2021-03-09,14,97.527379945308
2021-03-09,15,100.273020190866
2021-03-09,16,98.9347289350086
2021-03-09,17,98.7073146735596
2021-03-09,18,92.0849161281163
2021-03-09,19,83.4419835424684
2021-03-09,20,72.3117818878832
2021-03-09,21,69.3720655972144
2021-03-09,22,63.3795212104442
2021-03-09,23,54.6234768193637
2021-03-10,0,50.4825981303654
2021-03-10,1,38.6564225539402
2021-03-10,2,37.3462584244192
2021-03-10,4,19.7086972981461
2021-03-10,6,40.7814010873004
2021-03-10,7,57.4629611729459
2021-03-10,8,66.7609387533182
2021-03-10,9,72.2827720480573
2021-03-10,10,77.5772709276286
2021-03-10,11,85.7290044567855
2021-03-10,12,96.4137219696825
2021-03-10,13,98.7744103966643
2021-03-10,14,98.0062593727807
2021-03-10,15,100.765381274767
2021-03-10,16,99.4205187345103
2021-03-10,17,99.1919878224204
2021-03-10,18,92.5370719426068
2021-03-10,19,83.8517007862661
2021-03-10,20,72.6668475599992
2021-03-10,21,69.7126966597367
2021-03-10,22,63.6907276516279
2021-03-10,23,54.8916892877033
2021-03-11,0,51.518496835694
2021-03-11,2,38.1126005340471
2021-03-11,3,19.2364049855309
2021-03-11,4,20.1131181237569
2021-03-11,5,20.263307143258
2021-03-11,6,41.6182320380119
2021-03-11,7,58.6420963460144
2021-03-11,8,68.1308676512424
2021-03-11,9,73.7660085048811
2021-03-11,10,79.1691500601037
2021-03-11,11,87.4881564817379
2021-03-11,12,98.3921235073052
2021-03-11,13,100.801253064018
2021-03-11,14,100.017339645159
2021-03-11,15,102.833078498569
2021-03-11,16,101.460619491096
2021-03-11,17,101.227399143741
2021-03-11,18,94.4359249448373
2021-03-11,19,85.5723306963943
2021-03-11,20,74.1579652143109
2021-03-11,21,71.1431953838376
2021-03-11,22,64.9976560736829
2021-03-11,23,56.0180621760318
2021-03-12,0,56.107864591659
2021-03-12,1,42.9639004841515
2021-03-12,2,41.5077450108895
2021-03-12,4,21.9048337493792
2021-03-12,5,22.0684018984305
2021-03-12,6,45.3256649777708
2021-03-12,7,63.8660481816225
2021-03-12,8,74.200097663557
2021-03-12,9,80.3372278088571
2021-03-12,10,86.2216917076554
2021-03-12,11,95.2817713782797
2021-03-12,12,107.157084963877
2021-03-12,13,109.780824460448
2021-03-12,14,108.927078511741
2021-03-12,15,111.993648850866
2021-03-12,16,110.498928529454
2021-03-12,17,110.244932460602
2021-03-12,18,102.848460549841
2021-03-12,19,93.1952801111123
2021-03-12,20,80.7641007832108
2021-03-12,21,77.4807694010338
2021-03-12,22,70.7877735134291
2021-03-12,23,61.0082599514491
2021-03-13,0,64.0968143432577
2021-03-13,1,49.0813395383478
2021-03-13,2,47.4178485517658
2021-03-13,5,25.210623673359
2021-03-13,6,51.7793851932973
2021-03-13,7,72.9596512525905
2021-03-13,8,84.7651201628449
2021-03-13,9,91.7760890241014
2021-03-13,10,98.4984156137136
2021-03-13,11,108.84851980694
2021-03-13,12,122.414706574225
2021-03-13,13,125.412028689774
2021-03-13,14,124.436721645586
2021-03-13,15,127.939927321439
2021-03-13,16,126.232380409185
2021-03-13,17,125.94221896769
2021-03-13,18,117.492596257764
2021-03-13,19,106.464942311098
2021-03-13,20,92.2637425461954
2021-03-13,21,88.5129121846693
2021-03-13,22,80.8669303257952
2021-03-13,23,69.6949552433077
2021-03-14,0,59.5382354901237
2021-03-14,1,45.5906643964477
2021-03-14,2,44.045481237041
2021-03-14,3,22.2308817290341
2021-03-14,5,23.4176388405054
2021-03-14,6,48.0968244796498
2021-03-14,7,67.7707455832548
2021-03-14,8,78.7366070734366
2021-03-14,9,85.2489543617121
2021-03-14,10,91.4931876771226
2021-03-14,11,101.107190293596
2021-03-14,12,113.708547018254
2021-03-14,13,116.492698957532
2021-03-14,14,115.586755954483
2021-03-14,15,118.840812909361
2021-03-14,16,117.254707090938
2021-03-14,17,116.9851819919
2021-03-14,18,109.136498217818
2021-03-14,19,98.8931333281988
2021-03-14,20,85.7019258632369
2021-03-14,21,82.2178553421637
2021-03-14,22,75.115657313585
2021-03-14,23,64.7382354375334
2021-03-15,0,50.9626359239262
2021-03-15,1,39.0240055325704
2021-03-15,2,37.7013830843171
2021-03-15,4,19.8961068197505
2021-03-15,5,20.0446753687324
2021-03-15,6,41.1691904349428
2021-03-15,7,58.0093750683183
2021-03-15,8,67.3957668905791
2021-03-15,9,72.970107163354
2021-03-15,10,78.3149513035554
2021-03-15,11,86.5441994678926
2021-03-15,12,97.3305176988523
2021-03-15,13,99.7136538544721
2021-03-15,14,98.9381985012496
2021-03-15,15,101.723556826064
2021-03-15,16,100.365906020734
2021-03-15,17,100.135202013778
2021-03-15,18,93.4170047012813
2021-03-15,19,84.6490445625871
2021-03-15,20,73.3578348399653
2021-03-15,21,70.3755929908902
2021-03-15,22,64.2963612264533
2021-03-15,23,55.4136530214725
2021-03-16,0,50.3622192632149
2021-03-16,1,38.564243931455
2021-03-16,2,37.2572039690635
2021-03-16,4,19.6617006945316
2021-03-16,5,19.8085188820879
2021-03-16,6,40.6841553225119
2021-03-16,7,57.3259371998285
2021-03-16,8,66.6017431795034
2021-03-16,9,72.1104093223678
2021-03-16,10,77.3922831429909
2021-03-16,11,85.5245783610486
2021-03-16,12,96.1838175063961
2021-03-16,13,98.5388767263033
2021-03-16,14,97.7725574058874
2021-03-16,15,100.525100011618
2021-03-16,16,99.1834443789895
2021-03-16,17,98.9554584129469
2021-03-16,18,92.316411590279
2021-03-16,19,83.6517512368546
2021-03-16,20,72.4935689825758
2021-03-16,21,69.5464624372383
2021-03-16,22,63.5388531854427
2021-03-16,23,54.7607966708977
2021-03-17,0,50.355766371536
2021-03-17,1,38.559302709793
2021-03-17,2,37.2524302179264
2021-03-17,4,19.6591814484248
2021-03-17,5,19.8059808242236
2021-03-17,6,40.6789424774231
2021-03-17,7,57.3185920496632
2021-03-17,8,66.5932095239049
2021-03-17,9,72.1011698435067
2021-03-17,10,77.3823668996796
2021-03-17,11,85.5136201298959
2021-03-17,12,96.1714935110536
2021-03-17,13,98.5262509781336
2021-03-17,14,97.760029845916
2021-03-17,15,100.512219769427
2021-03-17,16,99.1707360426158
2021-03-17,17,98.9427792883268
2021-03-17,18,92.304583124161
2021-03-17,19,83.641032970317
2021-03-17,20,72.4842804096156
2021-03-17,21,69.5375514759
2021-03-17,22,63.5307119767547
2021-03-17,23,54.7537801911964
2021-03-18,0,51.6422895654857
2021-03-18,1,39.5444418676932
2021-03-18,2,38.2041805130713
2021-03-18,4,20.1614475190245
2021-03-18,5,20.3119974246122
2021-03-18,6,41.7182356264225
2021-03-18,7,58.7830062256357
2021-03-18,8,68.2945779030482
2021-03-18,9,73.9432593200162
2021-03-18,10,79.3593839722554
2021-03-18,11,87.6983799622455
2021-03-18,12,98.6285479045042
2021-03-18,13,101.043466308768
2021-03-18,14,100.257669240579
2021-03-18,15,103.080173974604
2021-03-18,16,101.704417113787
2021-03-18,17,101.470636366086
2021-03-18,18,94.6628430743902
2021-03-18,19,85.7779506787733
2021-03-18,20,74.3361578541109
2021-03-18,21,71.3141438956072
2021-03-18,22,65.1538375962356
2021-03-18,23,56.1526668182544
2021-03-19,0,55.9835053123779
2021-03-19,2,41.4157459071684
2021-03-19,4,21.8562831699253
2021-03-19,5,22.0194887812598
2021-03-19,6,45.2252037131942
2021-03-19,7,63.724493414208
2021-03-19,8,74.0356381758331
2021-03-19,9,80.1591657880966
2021-03-19,10,86.0305871714697
2021-03-19,11,95.070585789531
2021-03-19,12,106.919578547388
2021-03-19,13,109.537502703184
2021-03-19,14,108.685649024511
2021-03-19,15,111.74542251831
2021-03-19,16,110.254015143189
2021-03-19,17,110.000582039409
2021-03-19,18,102.62050390736
2021-03-19,19,92.9887190888499
2021-03-19,20,80.5850926274329
2021-03-19,21,77.3090385267441
2021-03-19,22,70.6308772109212
2021-03-19,23,60.8730392779665
2021-03-20,0,64.2181589851922
2021-03-20,1,49.1742576908795
2021-03-20,2,47.5076174726205
2021-03-20,5,25.2583510703277
2021-03-20,6,51.8774111407682
2021-03-20,7,73.0977745407386
2021-03-20,8,84.9255929298628
2021-03-20,9,91.9498345803335
2021-03-20,10,98.6848875171338
2021-03-20,11,109.054585971014
2021-03-20,12,122.646455513528
2021-03-20,13,125.649451998117
2021-03-20,14,124.672298555083
2021-03-20,15,128.182136311527
2021-03-20,16,126.471356763286
2021-03-20,17,126.180646003755
2021-03-20,18,117.715026922515
2021-03-20,19,106.66649601444
2021-03-20,20,92.4384113018506
2021-03-20,21,88.6804800699952
2021-03-20,22,81.0200232494493
2021-03-20,23,69.8268979845389
2021-03-21,1,45.4972939223061
2021-03-21,2,43.9552753249022
2021-03-21,3,22.1853524963478
2021-03-21,5,23.3696791086007
2021-03-21,7,67.6319499168217
2021-03-21,8,78.5753531318223
2021-03-21,9,85.0743630195108
2021-03-21,10,91.305808036417
2021-03-21,11,100.90012100821
2021-03-21,12,113.475669934983
2021-03-21,13,116.254119882634
2021-03-21,14,115.350032266622
2021-03-21,15,118.597424856223
2021-03-21,16,117.014567410121
2021-03-21,17,116.745594303176
2021-03-21,18,108.912984770062
2021-03-21,19,98.6905984700115
2021-03-21,20,85.526406827517
2021-03-21,21,82.0494717435076
2021-03-21,22,74.9618191400977
2021-03-21,23,64.6056504046564
2021-03-22,0,51.0815805418673
2021-03-22,1,39.1150858965361
2021-03-22,2,37.7893765039179
2021-03-22,5,20.091458785843
2021-03-22,6,41.265277568947
2021-03-22,7,58.1447664747754
2021-03-22,8,67.5530657350819
2021-03-22,9,73.1404162802259
2021-03-22,10,78.4977350586143
2021-03-22,11,86.7461899370688
2021-03-22,12,97.5576829745846
2021-03-22,13,99.9463812683158
2021-03-22,14,99.1691160353834
2021-03-22,15,101.960975267692
2021-03-22,16,100.600155763306
2021-03-22,17,100.368913303041
2021-03-22,18,93.635036004646
2021-03-22,19,84.8466118210705
2021-03-22,21,70.5398466223777
2021-03-22,22,64.4464261903712
2021-03-22,23,55.5429861234179
2021-03-23,0,50.2426602678269
2021-03-23,1,38.4726931155895
2021-03-23,6,40.5875718754412
2021-03-23,7,57.1898464643216
2021-03-23,8,66.4436318487851
2021-03-23,9,71.9392205181067
2021-03-23,10,77.208555266048
2021-03-23,11,85.3215445627088
2021-03-23,12,95.9554788675932
2021-03-23,13,98.3049472196131
2021-03-23,14,97.5404471273695
2021-03-23,15,100.286455246861
2021-03-23,16,98.9479846803789
2021-03-23,17,98.7205399488859
2021-03-23,18,92.0972541029991
2021-03-23,19,83.4531634961504
2021-03-23,20,72.3214705642287
2021-03-23,21,69.3813603963943
2021-03-23,22,63.3880131000354
2021-03-23,23,54.6307955324966
2021-03-24,0,50.4723580856989
2021-03-24,2,37.338682995092
2021-03-24,5,19.8518387948468
2021-03-24,6,40.7731288631249
2021-03-24,7,57.451305210082
2021-03-24,8,66.7473967602329
2021-03-24,9,72.2681099894114
2021-03-24,11,85.7116149232163
2021-03-24,12,96.394165115321
2021-03-24,13,98.7543746930392
2021-03-24,14,97.9863794832596
2021-03-24,15,100.744941716518
2021-03-24,16,99.400351972293
2021-03-24,17,99.1718674161126
2021-03-24,18,92.5183014397981
2021-03-24,19,83.8346920507174
2021-03-24,20,72.6521075943013
2021-03-24,21,69.6985559230462
2021-03-24,22,63.6778084295564
2021-03-24,23,54.880554889496
2021-03-25,0,51.5250602618325
2021-03-25,1,39.4546749843403
2021-03-25,2,38.1174560568965
2021-03-25,5,20.2658886766475
2021-03-25,6,41.6235341762491
2021-03-25,7,58.6495673145329
2021-03-25,8,68.1395474836337
2021-03-25,9,73.7754062508965
2021-03-25,10,79.1792361631693
2021-03-25,11,87.4993024213195
2021-03-25,12,98.4046586058605
2021-03-25,13,100.814095084259
2021-03-25,14,100.030081795292
2021-03-25,15,102.846179372174
2021-03-25,16,101.473545514231
2021-03-25,17,101.240295454741
2021-03-25,18,94.4479560260271
2021-03-25,19,85.5832325608998
2021-03-25,20,74.1674128953801
2021-03-25,21,71.1522589850069
2021-03-25,22,65.0059367367655
2021-03-25,23,56.0251988441433
2021-03-26,0,56.097790317856
2021-03-26,1,42.9561862341035
2021-03-26,2,41.5002922163263
2021-03-26,5,22.0644394748962
2021-03-26,6,45.317526668416
2021-03-26,7,63.8545809112001
2021-03-26,8,74.1867748948951
2021-03-26,9,80.322803106805
2021-03-26,10,86.2062104389181
2021-03-26,11,95.2646633550056
2021-03-26,12,107.137844705462
2021-03-26,13,109.761113104616
2021-03-26,14,108.907520447618
2021-03-26,15,111.973540178206
2021-03-26,16,110.479088236671
2021-03-26,17,110.225137773296
2021-03-26,18,102.829993913135
2021-03-26,19,93.1785467213137
2021-03-26,20,80.7495994353042
2021-03-26,21,77.4668575815217
2021-03-26,22,70.7750634340585
2021-03-26,23,60.9973058023389
2021-03-27,0,64.1032136339078
2021-03-27,1,49.0862397156877
2021-03-27,2,47.4225826496768
2021-03-27,3,23.9353912492553
2021-03-27,4,25.0262641016716
2021-03-27,6,51.7845547378204
2021-03-27,7,72.9669353901702
2021-03-27,8,84.773582933522
2021-03-27,9,91.7852517551109
2021-03-27,10,98.5082494876206
2021-03-27,11,108.859387013403
2021-03-27,12,122.42692820014
2021-03-27,13,125.424549562002
2021-03-27,14,124.449145145218
2021-03-27,15,127.95270057373
2021-03-27,16,126.244983183597
2021-03-27,17,125.954792772996
2021-03-27,18,117.504326470574
2021-03-27,19,106.475571546215
2021-03-27,20,92.2729539635033
2021-03-27,21,88.5217491269911
2021-03-27,22,80.8750039094272
2021-03-27,23,69.7019134405289
2021-03-28,0,59.5283237325674
2021-03-28,1,45.5830745911971
2021-03-28,2,44.0381486695256
2021-03-28,3,22.2271807945312
2021-03-28,4,23.2402007139469
2021-03-28,5,23.4137403380251
2021-03-28,7,67.7594633006325
2021-03-28,8,78.7234992251153
2021-03-28,9,85.234762356178
2021-03-28,10,91.4779561492339
2021-03-28,11,101.090358253661
2021-03-28,12,113.689617139986
2021-03-28,13,116.4733055815
2021-03-28,14,115.567513397287
2021-03-28,15,118.821028625939
2021-03-28,16,117.235186857941
2021-03-28,17,116.965706628681
2021-03-28,18,109.118329481342
2021-03-28,19,98.8766698782247
2021-03-28,20,85.6876584482845
2021-03-28,21,82.2041679454472
2021-03-28,22,75.1031522707693
2021-03-28,23,64.727457998649
2021-03-29,0,50.9688743015972
2021-03-29,2,37.7059981412532
2021-03-29,3,19.031182350857
2021-03-29,4,19.898542318352
2021-03-29,5,20.0471290537307
2021-03-29,6,41.1742299889942
2021-03-29,7,58.0164760430535
2021-03-29,8,67.4040168611638
2021-03-29,9,72.9790394934607
2021-03-29,10,78.324537900376
2021-03-29,11,86.5547934136674
2021-03-29,12,97.3424320066056
2021-03-29,13,99.7258598838585
2021-03-29,14,98.9503096065162
2021-03-29,15,101.736008889306
2021-03-29,16,100.378191892838
2021-03-29,17,100.147459645218
2021-03-29,18,93.4284399527288
2021-03-29,19,84.65940652091
2021-03-29,20,73.3668146321319
2021-03-29,21,70.3842077244089
2021-03-29,22,64.3042317962724
2021-03-29,23,55.4204362517629
2021-03-30,0,50.3524668311869
2021-03-30,2,37.2499892681512
2021-03-30,6,40.6762770068775
2021-03-30,7,57.3148362730988
2021-03-30,8,66.5888460319429
2021-03-30,9,72.0964454447682
2021-03-30,10,77.377296452732
2021-03-30,11,85.5080168860104
2021-03-30,12,96.1651919145108
2021-03-30,13,98.5197950871012
2021-03-30,14,97.7536241612
2021-03-30,15,100.505633748627
2021-03-30,16,99.1642379219714
2021-03-30,17,98.9362961044526
2021-03-30,18,92.2985349052901
2021-03-30,19,83.6355524269152
2021-03-30,20,72.4795309077189
2021-03-30,21,69.5329950571737
2021-03-30,22,63.5265491536526
2021-03-30,23,54.750192472847
2021-03-31,1,38.5639588720518
2021-03-31,2,37.2569285710459
2021-03-31,5,19.8083724613625
2021-03-31,6,40.6838545931353
2021-03-31,7,57.3255134576316
2021-03-31,8,66.6012508723497
2021-03-31,9,72.1098762962236
2021-03-31,10,77.3917110742609
2021-03-31,11,85.5239461799715
2021-03-31,12,96.1831065342928
2021-03-31,13,98.5381483460595
2021-03-31,14,97.7718346901273
2021-03-31,15,100.524356949597
2021-03-31,16,99.1827112342268
2021-03-31,17,98.9547269534122
2021-03-31,18,92.3157292052893
2021-03-31,19,83.6511328993519
2021-03-31,20,72.4930331241898
2021-03-31,21,69.5459483632916
2021-03-31,22,63.5383835185771
2021-03-31,23,54.7603918897215
2021-04-01,0,51.6326933309117
2021-04-01,1,39.5370936702478
2021-04-01,2,38.1970813646603
2021-04-01,6,41.7104834919131
2021-04-01,7,58.7720830941972
2021-04-01,8,68.2818873195127
2021-04-01,9,73.9295190914637
2021-04-01,10,79.3446373126736
2021-04-01,11,87.6820837400416
2021-04-01,12,98.6102206248783
2021-04-01,13,101.024690285996
2021-04-01,14,100.239039235597
2021-04-01,15,103.061019488277
2021-04-01,16,101.685518272313
2021-04-01,17,101.451780966042
2021-04-01,18,94.6452527069756
2021-04-01,19,85.762011313131
2021-04-01,20,74.3223446166634
2021-04-01,21,71.3008922125578
2021-04-01,22,65.1417306289761
2021-04-01,23,56.142232459761
2021-04-02,0,55.9894312797875
2021-04-02,2,41.4201298477438
2021-04-02,5,22.021819588739
2021-04-02,6,45.229990892593
2021-04-02,7,63.7312387808845
2021-04-02,8,74.0434749980638
2021-04-02,9,80.1676507981258
2021-04-02,10,86.0396936833425
2021-04-02,11,95.0806492035644
2021-04-02,12,106.930896201301
2021-04-02,13,109.54909746967
2021-04-02,14,108.69715362056
2021-04-02,15,111.757250997579
2021-04-02,16,110.265685753967
2021-04-02,17,110.012225823781
2021-04-02,18,102.631366495515
2021-04-02,19,92.9985621330772
2021-04-02,20,80.5936227226806
2021-04-02,21,77.3172218450309
2021-04-02,22,70.6383536323088
2021-04-02,23,60.8794828124482
2021-04-03,0,64.2087158814122
2021-04-03,1,49.1670267514379
2021-04-03,2,47.5006316080422
2021-04-03,3,23.9747845562136
2021-04-03,5,25.2546368992235
2021-04-03,6,51.8697827100412
2021-04-03,7,73.0870257138961
2021-04-03,8,84.9131048548341
2021-04-03,9,91.9363136098756
2021-04-03,10,98.6703761756524
2021-04-03,11,109.038549793876
2021-04-03,12,122.62842068933
2021-04-03,13,125.630975591539
2021-04-03,14,124.653965836233
2021-04-03,15,128.163287480681
2021-04-03,16,126.452759497871
2021-04-03,17,126.162091486558
2021-04-03,18,117.697717251337
2021-04-03,19,106.650810999366
2021-04-03,20,92.4248184875287
2021-04-03,21,88.6674398491325
2021-04-03,22,81.0081094777079
2021-04-03,23,69.8166301311042
2021-04-04,0,59.4220744949325
2021-04-04,1,45.5017155570317
2021-04-04,2,43.9595470992209
2021-04-04,3,22.187508570183
2021-04-04,6,48.0029860420289
2021-04-04,7,67.638522698465
2021-04-04,8,78.5829894433483
2021-04-04,9,85.0826309344867
2021-04-04,10,91.3146815516673
2021-04-04,11,100.909926942594
2021-04-04,12,113.486698018621
2021-04-04,13,116.265417988722
2021-04-04,14,115.361242509348
2021-04-04,15,118.608950695386
2021-04-04,16,117.025939419971
2021-04-04,17,116.756940172993
2021-04-04,18,108.923569431126
2021-04-04,19,98.7001896729088
2021-04-04,20,85.5347186741738
2021-04-04,21,82.0574456857402
2021-04-04,22,74.9691042718941
2021-04-04,23,64.6119290766976
2021-04-05,0,51.0722875624298
2021-04-05,1,39.1079699129452
2021-04-05,2,37.7825016990453
2021-04-05,3,19.0697956545913
2021-04-05,5,20.0878036617966
2021-04-05,6,41.2577704132978
2021-04-05,7,58.1341885303673
2021-04-05,8,67.5407761926644
2021-04-05,9,73.1271102631188
2021-04-05,10,78.4834544151797
2021-04-05,11,86.7304086994716
2021-04-05,12,97.5399348639693
2021-04-05,13,99.9281985954984
2021-04-05,14,99.151074765979
2021-04-05,15,101.942426091324
2021-04-05,16,100.581854153038
2021-04-05,17,100.35065376139
2021-04-05,18,93.6180015187316
2021-04-05,19,84.8311761628423
2021-04-05,20,73.5156721778785
2021-04-05,21,70.5270137120167
2021-04-05,22,64.4347018210964
2021-04-05,23,55.5328815060105
2021-04-06,0,50.2482859717954
2021-04-06,1,38.4770009285354
2021-04-06,2,37.1729178526178
2021-04-06,5,19.7637065249798
2021-04-06,6,40.5921164927635
2021-04-06,7,57.1962500493328
2021-04-06,8,66.4510715862787
2021-04-06,9,71.9472756003058
2021-04-06,10,77.2172003591511
2021-04-06,11,85.3310980726003
2021-04-06,12,95.9662230661565
2021-04-06,13,98.3159544897049
2021-04-06,14,97.5513687958792
2021-04-06,15,100.29768438772
2021-04-06,16,98.9590639518013
2021-04-06,17,98.731593753171
2021-04-06,18,92.1075662935784
2021-04-06,19,83.4625078021756
2021-04-06,20,72.3295684472187
2021-04-06,21,69.3891290733003
2021-04-06,22,63.3951106978726
2021-04-06,23,54.6369125788789
2021-04-07,2,37.3319170694646
2021-04-07,5,19.8482415585739
2021-04-07,6,40.7657406015326
2021-04-07,7,57.4408947931347
2021-04-07,8,66.7353018525909
2021-04-07,9,72.2550147054272
2021-04-07,10,77.5474804418955
2021-04-07,11,85.6960836198748
2021-04-07,12,96.3766980891764
2021-04-07,13,98.7364799870413
2021-04-07,14,97.9686239412079
2021-04-07,15,100.726686311444
2021-04-07,16,99.3823402125086
2021-04-07,17,99.153897058686
2021-04-07,18,92.5015367363727
